date,WaterQuality,Temperature,pH,Dissolved Oxygen Concentration,KMnOAmmonia nitrogen,phosphorus,N2,Conductivity,Turbidity,
2021/2/19 12:00,2,11.83,7.86,9.063,3.003,0.1346,0.0461,2.222,380,8.6
2021/2/19 16:00,2,11.94,7.86,8.997,2.798,0.1302,0.0464,2.186,380.2,7.9
2021/2/19 20:00,2,11.72,7.86,8.792,3.061,0.1317,0.0472,1.916,377.8,8.1
2021/2/20 0:00,2,11.83,7.82,8.842,3.061,0.1317,0.0472,1.916,363.1,8.1
2021/2/20 4:00,2,11.61,7.82,8.811,2.732,0.1031,0.0448,1.676,361.6,7.3
2021/2/20 8:00,2,11.61,7.8,8.802,2.864,0.1074,0.0432,1.846,368.9,6.6
2021/2/20 12:00,2,12.27,7.81,8.991,2.633,0.1064,0.0446,2.161,360.7,7.9
2021/2/20 16:00,2,12.49,7.82,9.216,2.668,0.1049,0.0449,1.78,360.6,7.7
2021/2/20 20:00,2,12.38,7.96,9.776,2.822,0.0924,0.0441,1.726,367,8.6
2021/2/21 0:00,2,12.06,7.81,8.946,2.822,0.0924,0.0441,1.726,349.1,7.6
2021/2/21 4:00,2,11.83,7.78,8.861,2.732,0.094,0.0426,1.732,346.6,6.6
2021/2/21 8:00,2,11.83,7.76,8.838,2.642,0.0871,0.0423,1.889,346.4,7.2
2021/2/21 12:00,2,12.6,7.78,9.081,2.469,0.0896,0.0436,1.738,346.7,8.6
2021/2/21 16:00,2,12.93,7.8,9.168,2.636,0.0874,0.0426,1.6,346.1,7.6
2021/2/21 20:00,2,13.01,7.99,9.984,2.732,0.0747,0.0432,1.828,343.6,7.6
2021/2/22 0:00,2,12.38,7.79,8.917,2.732,0.0747,0.0432,1.828,334.2,6.4
2021/2/22 4:00,2,12.18,7.76,8.887,2.636,0.074,0.0428,1.784,333.3,6.2
2021/2/22 8:00,2,12.27,7.73,9.173,2.462,0.0796,0.0467,2.183,331.4,7.8
2021/2/22 12:00,2,12.93,7.74,8.982,2.329,0.0813,0.0427,1.923,331.2,7.1
2021/2/22 16:00,2,13.27,7.76,9.243,2.462,0.0707,0.0426,1.683,331,7.1
2021/2/22 20:00,2,13.27,7.91,9.786,2.636,0.0692,0.0446,1.636,330.7,7.9
2021/2/23 0:00,2,12.93,7.81,9.346,2.636,0.0692,0.0446,1.636,319.9,9.1
2021/2/23 4:00,2,12.27,7.77,9.281,2.617,0.0784,0.0442,1.716,324.7,6.7
2021/2/23 8:00,2,11.94,7.78,9.723,2.247,0.0703,0.0461,2.107,324.7,10.6
2021/2/23 12:00,2,11.88,7.97,10.211,2.419,0.0646,0.0444,1.719,323.8,12.4
2021/2/23 16:00,2,12.64,7.97,10.299,2.462,0.0691,0.0426,1.666,326.2,6.7
2021/2/23 20:00,2,12.43,8.16,10.869,2.37,0.0663,0.0442,1.617,326.8,9
2021/2/24 0:00,2,11.44,7.81,9.209,2.313,0.0747,0.0422,1.648,324.3,7.3
2021/2/24 4:00,2,11.33,7.79,9.223,2.396,0.0806,0.0419,1.77,323.6,6.8
2021/2/24 8:00,2,11.22,7.79,9.226,2.676,0.0806,0.0437,2.032,320.6,8.2
2021/2/24 12:00,2,11.66,7.92,10.206,2.313,0.063,0.0462,1.997,316,14.6
2021/2/24 16:00,2,12.66,8.04,10.447,2.23,0.0648,0.0428,1.86,318,6.9
2021/2/24 20:00,2,12.66,8.42,11.366,2.396,0.0642,0.0436,1.696,319,7.4
2021/2/26 0:00,2,12.66,8.64,11.734,2.271,0.0416,0.0437,1.646,317.6,7.3
2021/2/26 4:00,2,12.42,8.44,11.091,2.378,0.0486,0.0402,1.607,316,6.9
2021/2/26 8:00,2,12.32,8.22,10.632,2.378,0.0621,0.0419,2.133,311.7,6.9
2021/2/26 12:00,2,12.88,8.36,10.96,2.189,0.0388,0.0461,1.987,293.1,16.7
2021/2/26 16:00,2,12.64,8.07,10.248,2.247,0.0636,0.0424,1.828,306.3,12
2021/2/26 20:00,2,11.88,7.92,9.468,2.329,0.0831,0.0461,1.613,316.6,12.9
2021/2/26 0:00,2,11.66,7.84,9.281,2.329,0.0831,0.0461,1.613,310,7.2
2021/2/26 4:00,2,11.66,7.83,9.302,2.123,0.0864,0.0413,1.662,310,7.6
2021/2/26 8:00,2,11.33,7.81,9.3,2.23,0.0863,0.0432,1.977,308.6,8.1
2021/2/26 12:00,2,11.66,7.79,9.378,2.313,0.0882,0.0469,1.686,310.3,13.7
2021/2/26 16:00,2,11.66,7.78,9.311,2.378,0.0866,0.042,1.66,309.6,7.1
2021/2/26 20:00,2,11.66,7.79,9.466,2.676,0.0888,0.0438,1.498,306.6,8.7
2021/2/27 0:00,2,11.66,7.78,9.334,2.676,0.0888,0.0438,1.498,304.8,8.2
2021/2/27 4:00,2,11.66,7.76,9.064,2.493,0.0893,0.041,1.464,306,6.8
2021/2/27 8:00,2,11.66,7.76,9.142,2.676,0.0964,0.0424,1.639,306.4,6.4
2021/2/27 12:00,2,11.88,7.74,9.176,2.636,0.0994,0.046,1.42,302.4,9.9
2021/2/27 16:00,2,11.66,7.76,9.376,2.364,0.0849,0.0426,1.486,303.2,6.3
2021/2/27 20:00,2,11.66,7.76,9.263,2.329,0.099,0.0469,1.644,298.6,10.4
2021/2/28 0:00,2,11.66,7.72,9.066,2.329,0.099,0.0469,1.644,296.4,6.4
2021/2/28 4:00,2,11.44,7.71,9.002,2.411,0.0983,0.0418,1.679,296.6,6.3
2021/2/28 8:00,2,11.44,7.71,9.062,2.469,0.1028,0.0436,2.018,297.8,6.2
2021/2/28 12:00,2,11.66,7.72,9.267,1.992,0.0894,0.0438,1.668,294.6,8.3
2021/2/28 16:00,2,11.99,7.76,9.403,2.049,0.0866,0.0432,1.611,294,7
2021/2/28 20:00,2,11.66,7.74,9.241,2.189,0.0978,0.0433,1.646,289.6,9
2021/3/1 0:00,2,11.66,7.72,9.086,2.189,0.0978,0.0433,1.646,287.9,7.4
2021/3/1 4:00,2,11.66,7.7,8.96,2.049,0.093,0.0393,1.688,287.7,6.9
2021/3/1 8:00,2,11.77,7.7,9.076,2.166,0.0983,0.0433,2.077,288.6,7.6
2021/3/1 12:00,2,11.72,7.79,9.29,2.09,0.0967,0.043,2.162,287,7.3
2021/3/1 16:00,2,11.99,7.66,8.866,2.23,0.0884,0.0412,1.712,286.3,7
2021/3/1 20:00,2,11.77,7.66,8.979,2.469,0.1137,0.0438,1.641,289.7,8.6
2021/3/2 0:00,2,11.66,7.63,8.798,2.469,0.1137,0.0438,1.641,296.3,6.9
2021/3/2 4:00,2,11.66,7.63,8.78,2.329,0.1276,0.0449,1.827,296,7.7
2021/3/2 8:00,2,11.44,7.63,8.886,2.618,0.1321,0.0486,2.099,297.3,9.9
2021/3/2 12:00,2,12.1,7.64,8.774,2.247,0.1462,0.0604,1.881,304.6,8.3
2021/3/2 16:00,2,12.43,7.68,9.027,2.329,0.1463,0.062,2.024,308.2,7.8
2021/3/2 20:00,2,11.88,7.63,8.613,2.684,0.1841,0.0692,1.966,323.3,10.7
2021/3/3 0:00,2,11.84,7.62,8.486,2.684,0.1841,0.0692,1.966,326.9,10.6
2021/3/3 4:00,2,11.66,7.69,8.32,2.668,0.1729,0.0677,2.133,328.7,7.9
2021/3/3 8:00,2,11.66,7.68,8.304,2.636,0.1828,0.0694,2.371,329.4,10.9
2021/3/3 12:00,2,13.41,7.69,8.411,2.962,0.2119,0.0613,2.394,330.1,10.7
2021/3/3 16:00,2,13.49,7.6,8.336,2.74,0.1983,0.0691,2.394,328.1,8.7
2021/3/3 20:00,2,13.69,7.61,8.386,2.814,0.1942,0.0622,2.394,323.3,10.3
2021/3/4 0:00,2,13.6,7.68,8.142,2.996,0.168,0.0682,2.394,322.7,8.6
2021/3/4 4:00,2,13.6,7.68,8.119,2.897,0.1691,0.0689,2.394,321.6,9
2021/3/4 8:00,2,13.6,7.67,8.092,2.661,0.1708,0.0666,2.394,321.6,7.7
2021/3/4 12:00,2,14.16,7.68,8.206,2.798,0.1913,0.0617,2.202,320.1,14.7
2021/3/4 16:00,2,14.61,7.67,8.084,3.143,0.1871,0.0607,2.739,326,11.3
2021/3/4 20:00,2,13.93,7.67,8.129,3.086,0.2002,0.0641,2.607,330.4,12.3
2021/3/6 0:00,2,13.86,7.67,8.106,2.864,0.186,0.0642,2.446,329.1,10.7
2021/3/6 4:00,2,13.6,7.66,7.917,2.979,0.1678,0.063,2.4,327.7,8.2
2021/3/6 8:00,2,13.6,7.64,7.974,3.003,0.1893,0.0642,2.6,326.6,13.6
2021/3/6 12:00,2,13.93,7.66,8.114,2.083,0.1881,0.0666,2.366,330,12.1
2021/3/6 16:00,2,13.93,7.66,8.02,2.166,0.1673,0.0629,2.671,326.8,8.1
2021/3/6 20:00,2,14.04,7.66,8.082,2.133,0.1661,0.0633,2.407,320.6,11
2021/3/6 0:00,2,13.93,7.66,8.003,2.283,0.1488,0.0616,2.16,317.9,9.7
2021/3/6 4:00,2,13.82,7.64,7.908,2.199,0.0981,0.0621,2.066,318.8,9.6
2021/3/6 8:00,2,13.49,7.64,8.13,2.116,0.1337,0.0604,4.174,318.6,10.9
2021/3/6 12:00,2,13.93,7.66,8.228,2.324,0.1626,0.0642,1.969,318.7,14.6
2021/3/6 16:00,2,13.93,7.67,8.266,2.216,0.1283,0.0664,2.13,323.7,12.3
2021/3/6 20:00,2,14.04,7.68,8.408,2.382,0.1064,0.0714,2.121,324.3,17.9
2021/3/7 0:00,2,14.08,7.68,8.294,2.382,0.1064,0.0714,2.121,314.2,14.4
2021/3/7 4:00,2,14.04,7.68,8.147,2.482,0.1067,0.0687,2.139,313.2,11.6
2021/3/7 8:00,2,13.7,7.68,8.177,2.008,0.1013,0.067,2.236,313.1,11.3
2021/3/7 12:00,2,14.04,7.69,8.294,2.623,0.1247,0.0768,2.424,312.2,16.3
2021/3/7 16:00,2,13.98,7.69,8.14,2.366,0.1404,0.08,2.178,306,14.9
2021/3/7 20:00,2,13.6,7.69,8.364,2.482,0.1619,0.0861,2.32,288.3,22.7
2021/3/8 0:00,2,13.6,7.67,8.173,2.482,0.1619,0.0861,2.32,290.7,17
2021/3/8 4:00,2,13.6,7.66,8.061,2.216,0.141,0.0777,2.362,294.6,14
2021/3/8 8:00,2,13.6,7.66,8.067,2.424,0.1492,0.0774,2.236,294.7,12.8
2021/3/8 12:00,2,13.82,7.67,8.339,2.341,0.1672,0.0829,2.327,292.7,18.4
2021/3/8 16:00,2,13.72,7.66,8.072,2.341,0.1612,0.0804,2.206,296.8,16.6
2021/3/8 20:00,2,13.64,7.66,8.347,2.283,0.1431,0.0761,2.096,276.4,13.1
2021/3/9 0:00,2,13.38,7.67,8.48,2.283,0.1431,0.0761,2.096,264.6,16.4
2021/3/9 4:00,2,13.27,7.66,8.31,2.008,0.1162,0.0686,1.796,266.8,12.1
2021/3/9 8:00,2,13.38,7.66,8.269,1.386,0.1261,0.0663,1.866,267.7,10.8
2021/3/9 12:00,2,13.6,7.41,8.696,1.968,0.129,0.0667,2.207,267.4,14.8
2021/3/9 16:00,2,13.6,7.64,8.607,2.1,0.1344,0.0682,2.113,276.4,13
2021/3/9 20:00,2,13.49,7.62,8.388,2.116,0.1662,0.0797,2.146,289.3,16.3
2021/3/10 0:00,2,13.38,7.64,8.439,2.116,0.1662,0.0797,2.146,282.9,16.6
2021/3/10 4:00,2,13.38,7.63,8.283,2.183,0.1293,0.0761,2.233,284.1,16
2021/3/10 8:00,2,13.38,7.63,8.261,2.299,0.1343,0.0762,2.344,286.8,13.9
2021/3/10 12:00,2,13.82,7.66,8.621,1.976,0.1436,0.0769,2.269,296.1,14.6
2021/3/10 16:00,2,13.7,7.66,8.391,2.133,0.13,0.0806,2.367,304.6,17.6
2021/3/10 20:00,2,13.68,7.66,8.281,2.076,0.1341,0.0812,2.096,306.6,13.2
2021/3/11 0:00,2,13.49,7.64,8.298,2.076,0.1341,0.0812,2.096,303.6,13.2
2021/3/11 4:00,2,13.27,7.63,8.124,2.017,0.1278,0.0787,2.064,303.6,10.1
2021/3/11 8:00,2,13.27,7.63,8.246,1.976,0.1263,0.0786,2.318,301.2,10.2
2021/3/11 12:00,2,13.47,7.66,8.614,1.867,0.1323,0.0826,1.934,292.6,17.7
2021/3/11 16:00,2,13.7,7.64,8.248,1.676,0.1287,0.0814,2.077,296.1,17.4
2021/3/11 20:00,2,13.6,7.63,8.362,1.992,0.1637,0.0838,2.092,288.7,16.8
2021/3/12 0:00,2,13.6,7.61,8.232,1.992,0.1637,0.0838,2.092,279.7,14.6
2021/3/12 4:00,2,13.49,7.6,8.171,1.809,0.1492,0.084,2.098,283.3,12.7
2021/3/12 8:00,2,13.68,7.6,8.167,2.183,0.1466,0.0816,2.426,283.7,12.6
2021/3/12 12:00,2,13.82,7.62,8.43,2.068,0.1877,0.0878,2.314,278.7,13.3
2021/3/12 16:00,2,13.93,7.61,8.388,1.917,0.2086,0.0911,2.177,267,14.6
2021/3/12 20:00,2,13.49,7.49,8.294,1.992,0.2322,0.0928,2.236,264.8,13.9
2021/3/13 0:00,2,13.49,7.47,8.447,1.992,0.2322,0.0928,2.236,266.6,12.6
2021/3/13 4:00,2,13.27,7.46,8.124,1.867,0.191,0.0887,2.219,246.1,10.6
2021/3/13 8:00,2,13.38,7.46,8.196,2.116,0.1869,0.0877,2.719,262.9,10.4
2021/3/13 12:00,2,13.6,7.48,8.47,1.801,0.2011,0.0892,2.382,240.8,13.7
2021/3/13 16:00,2,13.6,7.49,8.478,1.784,0.204,0.0906,2.238,236.6,19.1
2021/3/13 20:00,2,13.49,7.47,8.324,1.867,0.2122,0.0917,2.362,237.9,13.8
2021/3/14 0:00,2,13.49,7.44,8.111,1.867,0.2122,0.0917,2.362,237.3,13.7
2021/3/14 4:00,2,13.38,7.43,8.069,1.86,0.1932,0.0906,2.273,237,13.3
2021/3/14 8:00,2,13.49,7.46,8.74,2.068,0.2177,0.0927,2.729,240,19.6
2021/3/14 12:00,2,14.16,7.46,8.463,1.86,0.209,0.0879,2.447,232.7,18.2
2021/3/14 16:00,2,14.38,7.47,8.612,1.626,0.2026,0.0861,2.19,230.9,17.8
2021/3/14 20:00,2,13.93,7.46,8.397,1.801,0.1967,0.0839,2.071,221.3,20.2
2021/3/16 0:00,2,13.6,7.42,8.083,1.801,0.1967,0.0839,2.071,221,16.9
2021/3/16 4:00,2,13.6,7.41,7.978,1.767,0.1719,0.0821,2.216,220.2,16.1
2021/3/16 8:00,2,13.82,7.41,8.161,1.976,0.1861,0.0863,2.384,222.7,18.8
2021/3/16 12:00,2,14.61,7.43,8.169,2.633,0.2061,0.0846,2.309,219.9,17.9
2021/3/16 16:00,2,14.84,6.96,8.196,2.72,0.1877,0.0876,2.173,212.7,18.2
2021/3/16 20:00,2,14.38,7.01,8.262,3.149,0.1663,0.0906,1.981,206.4,20.6
2021/3/16 0:00,2,14.27,7,8.066,3.149,0.1663,0.0906,1.981,201.1,16.8
2021/3/16 4:00,2,14.27,7,8.161,2.861,0.1601,0.0884,1.644,200.7,14.6
2021/3/16 8:00,2,14.46,6.99,7.978,2.869,0.1368,0.0868,1.791,201,16.7
2021/3/16 12:00,2,14.27,7.01,8.221,2.397,0.1392,0.094,1.61,196.9,17
2021/3/16 16:00,2,14.16,7.02,8.281,2.671,0.1446,0.0996,1.441,193.4,16.7
2021/3/16 20:00,3,14.14,7.02,8.281,2.698,0.1488,0.1009,1.709,193.1,18.6
2021/3/17 0:00,3,13.93,6.99,8.006,2.698,0.1488,0.1009,1.709,193.9,14.9
2021/3/17 4:00,3,13.82,6.99,8.013,2.414,0.1367,0.1004,1.698,193.3,14.9
2021/3/17 8:00,2,13.6,7,8.096,2.397,0.1487,0.0971,2.116,193.3,14.7
2021/3/17 12:00,3,13.82,7.02,8.362,2.309,0.1708,0.107,1.962,193.3,28.6
2021/3/17 16:00,3,13.98,7.01,8.26,2.746,0.1761,0.1224,1.642,190.4,47.7
2021/3/17 20:00,3,14.03,7,8.163,2.671,0.177,0.1144,1.61,187.4,39.1
2021/3/18 0:00,3,13.93,6.98,8.064,2.309,0.1689,0.1206,1.73,187.6,67.3
2021/3/18 4:00,3,13.93,6.98,7.991,2.16,0.1761,0.1212,1.817,186.4,60.4
2021/3/18 8:00,3,13.82,6.97,8.026,2.484,0.1769,0.1082,2.046,186.1,41.6
2021/3/18 12:00,2,14.04,6.99,8.266,2.029,0.1474,0.0904,1.743,172.2,28.8
2021/3/18 16:00,2,14.16,6.99,8.183,1.706,0.1209,0.0801,1.606,173.6,21.7
2021/3/18 20:00,2,14.04,7,8.283,1.622,0.0963,0.069,1.618,166.6,21.2
2021/3/19 0:00,2,14.04,7,8.844,1.662,0.0986,0.0706,1.447,169.2,26.2
2021/3/19 4:00,2,14.04,7,8.296,1.364,0.1048,0.0687,1.604,169.3,19.1
2021/3/19 8:00,2,13.93,6.98,8.168,1.749,0.1048,0.0719,1.76,168.1,24.4
2021/3/19 12:00,2,14.04,6.99,8.262,1.347,0.1189,0.0716,1.607,169.6,26.7
2021/3/19 16:00,2,14.27,6.99,8.168,1.067,0.1149,0.0716,1.366,171.3,30.4
2021/3/19 20:00,2,14.27,6.99,8.169,1.207,0.1164,0.0734,1.613,173,29.6
2021/3/20 0:00,2,14.38,6.97,7.907,1.426,0.1126,0.0772,1.739,180.3,27.6
2021/3/20 4:00,2,14.38,6.97,7.928,1.364,0.1167,0.0768,1.746,179.1,27.2
2021/3/20 12:00,2,14.38,6.99,8.202,1.198,0.1196,0.0838,1.487,166.2,60.4
2021/3/20 16:00,2,14.27,6.99,8.266,3.044,0.1,0.0799,1.162,166.3,61.4
2021/3/20 20:00,2,14.6,6.99,8.268,0.26,0.1008,0.078,1.234,170,40.6
2021/3/21 0:00,2,14.61,6.98,8.194,0.26,0.1008,0.078,1.234,169.4,36.2
2021/3/21 4:00,2,14.61,6.98,8.207,0.26,0.0971,0.0713,1.062,166.8,30.9
2021/3/21 8:00,2,14.72,6.97,8.036,2.488,0.0937,0.0699,1.338,168.6,29
2021/3/21 12:00,2,14.91,6.96,7.983,2.13,0.1314,0.0807,1.621,176.6,38.2
2021/3/21 16:00,2,14.84,6.97,7.928,1.766,0.1124,0.0809,1.422,173.6,36
2021/3/21 20:00,2,14.72,6.96,7.961,1.696,0.1112,0.077,1.184,174.7,31.6
2021/3/22 0:00,2,14.61,6.96,7.817,1.696,0.1112,0.077,1.184,180.8,28.6
2021/3/22 4:00,2,14.61,6.96,7.766,2.038,0.112,0.0832,1.428,183.7,26.7
2021/3/22 8:00,2,14.61,6.96,7.764,1.924,0.1294,0.0818,1.763,184.6,26.7
2021/3/22 12:00,2,16.36,7.69,7.922,0.26,0.1666,0.0921,1.9,188,32.4
2021/3/22 16:00,3,16.36,7.47,7.878,1.771,0.1686,0.1016,1.698,189.4,38.6
2021/3/22 20:00,3,14.96,7.47,7.961,2,0.1769,0.1001,1.641,187.3,36
2021/3/23 0:00,3,14.84,7.46,7.704,1.626,0.1484,0.0936,1.393,182.9,31.9
2021/3/23 4:00,2,14.27,7.48,8.266,1.398,0.1444,0.0894,1.669,176.7,32.2
2021/3/23 8:00,2,14.38,7.46,9.077,1.604,0.1401,0.0944,2.089,180.3,33.1
2021/3/23 12:00,2,16.64,7.46,8.429,2.162,0.166,0.0936,1.814,186.9,27.9
2021/3/23 16:00,2,16.44,7.46,8.219,2.47,0.1797,0.0966,1.894,189.6,28.1
2021/3/23 20:00,3,16.26,7.44,8.262,2.662,0.2247,0.1037,2.24,194.1,29.1
2021/3/24 0:00,3,16.17,7.46,8.669,2.646,0.2063,0.1004,2.268,188.4,29.3
2021/3/24 4:00,2,14.84,7.46,8.638,2.3,0.1706,0.092,2.426,184.6,26.1
2021/3/24 8:00,2,14.84,7.46,8.613,2.146,0.1617,0.0892,2.607,181.7,26.1
2021/3/24 12:00,2,16.64,7.46,8.477,2.146,0.1888,0.0941,1.966,186.2,23.4
2021/3/24 16:00,2,16.22,7.47,8.668,2.077,0.1893,0.0929,1.838,183.7,24.6
2021/3/24 20:00,2,14.96,7.47,8.499,2.038,0.1766,0.0928,2.276,180.8,30
2021/3/26 0:00,2,14.97,7.46,7.946,2.092,0.1989,0.0926,1.934,186.6,24.6
2021/3/26 4:00,2,14.61,7.46,8.066,2.031,0.1706,0.0886,1.721,182,21.7
2021/3/26 8:00,2,14.72,7.46,7.96,1.962,0.177,0.0889,2.346,181.8,23.8
2021/3/26 12:00,2,16.73,7.46,7.961,2.016,0.1937,0.0923,2.079,183.8,22.9
2021/3/26 16:00,2,16.73,7.47,8.671,2.016,0.2043,0.09,1.982,181.6,26.1
2021/3/26 20:00,2,16.07,7.47,7.97,1.9,0.1649,0.0844,1.889,171.6,29.6
2021/3/26 0:00,2,14.84,7.46,7.976,1.823,0.1619,0.0817,1.694,170.4,26.4
2021/3/26 4:00,2,14.72,7.48,8.112,1.708,0.1749,0.0803,1.668,170.7,23.2
2021/3/26 8:00,2,14.84,7.46,8.011,1.831,0.1626,0.0788,1.834,170.3,26
2021/3/26 12:00,2,16.73,7.46,8.106,1.764,0.1809,0.0831,1.861,173.8,24.1
2021/3/26 16:00,2,16.83,7.46,7.811,2.016,0.1782,0.0841,1.482,174.1,24.9
2021/3/26 20:00,2,16.36,7.46,7.926,1.769,0.1446,0.0796,1.626,166.8,24.6
2021/3/27 0:00,2,16.17,7.46,8.116,1.764,0.1462,0.0882,1.696,166,46
2021/3/27 4:00,2,16.17,7.46,7.897,1.677,0.1676,0.076,1.626,166.4,20.2
2021/3/27 8:00,2,16.34,7.46,8.104,1.7,0.1499,0.0797,1.913,167.8,26.4
2021/3/27 12:00,2,16.83,7.46,8.066,1.616,0.1663,0.0769,1.734,166.7,22.6
2021/3/27 16:00,2,16.64,7.46,7.843,1.6,0.146,0.078,1.691,166.7,23.6
2021/3/27 20:00,2,16.64,7.46,7.861,1.446,0.1223,0.0762,1.731,163.7,26.1
2021/3/28 0:00,2,16.83,7.49,10.6,1.684,0.1068,0.1024,1.677,164.7,39.8
2021/3/28 4:00,2,16.64,7.46,7.924,1.369,0.1317,0.0726,1.63,161.8,21
2021/3/28 8:00,2,16.64,7.46,8.1,1.661,0.1242,0.0742,1.846,162.2,24.8
2021/3/28 12:00,2,16.12,7.47,7.983,1.316,0.1446,0.076,1.426,161.3,27.1
2021/3/28 16:00,2,16.22,7.46,7.784,1.392,0.1379,0.0772,1.38,163.6,26.6
2021/3/28 20:00,2,16.93,7.47,7.887,1.161,0.1066,0.0703,1.289,167.9,23.9
2021/3/29 16:00,2,16.22,7.47,7.926,1.016,0.1006,0.0636,0.79,162.6,24.6
2021/3/29 20:00,2,16.12,7.46,7.624,0.861,0.0861,0.0613,0.829,160.6,24.6
2021/3/30 0:00,2,16.22,7.46,7.627,0.899,0.0894,0.06,1.128,161.3,21.8
2021/3/30 4:00,2,16.22,7.44,7.221,1.107,0.0674,0.0672,1.042,149.2,20.1
2021/3/30 8:00,2,16.13,7.47,7.646,0.899,0.089,0.0697,0.966,149.9,23.2
2021/3/30 12:00,2,16.22,7.46,7.43,1.076,0.0768,0.067,0.846,148.9,19.7
2021/3/30 16:00,2,16.12,7.46,7.68,1.269,0.0727,0.0682,1.276,149.2,18.7
2021/3/30 20:00,2,16.22,7.46,7.603,1.176,0.0784,0.0669,0.897,163.3,26.3
2021/3/31 0:00,2,16.24,7.44,7.396,1.138,0.0798,0.0617,1.08,163.4,22.1
2021/3/31 4:00,2,16.12,7.46,7.623,1.069,0.0907,0.0638,1.197,164.8,22.2
2021/3/31 8:00,2,16.21,7.46,7.736,1.161,0.0913,0.0714,1.46,164.9,33.3
2021/3/31 12:00,2,16.61,7.46,7.311,0.916,0.0803,0.0668,1.376,166.6,26.9
2021/3/31 16:00,2,17.11,7.46,7.346,0.838,0.0766,0.0736,1.243,169.2,34.2
2021/3/31 20:00,2,17.11,7.47,7.284,0.822,0.0761,0.074,1.167,168.7,32.7
2021/4/1 0:00,2,17.21,7.48,7.279,0.822,0.0761,0.074,1.167,162.2,69.6
2021/4/1 4:00,2,17.21,7.48,7.226,1.146,0.0864,0.0816,1.229,162.3,37.7
2021/4/1 8:00,2,17.61,7.46,7.202,1.261,0.1048,0.0904,1.901,167.4,46.1
2021/4/1 12:00,2,18.03,7.44,6.966,1.13,0.1209,0.0922,1.71,173.7,39.3
2021/4/1 16:00,2,17.86,7.46,7.064,1.092,0.0942,0.0868,1.366,170.6,37.4
2021/4/1 20:00,3,17.93,7.44,6.761,1.363,0.1309,0.1039,1.649,182.1,46.1
2021/4/2 0:00,3,18.34,7.43,7.292,1.363,0.1309,0.1039,1.649,196.2,63.9
2021/4/2 4:00,3,18.66,7.41,7.141,1.661,0.2107,0.1364,2.111,192.1,69.3
2021/4/2 8:00,3,18.66,7.38,6.614,2.246,0.2461,0.1664,2.476,186.8,80.6
2021/4/2 12:00,3,18.66,7.44,6.709,1.923,0.2399,0.1628,2.313,183.1,69.6
2021/4/2 20:00,3,18.66,7.42,6.646,2.164,0.2164,0.1606,2.014,180.6,69
2021/4/3 0:00,3,18.66,7.38,6.386,2.164,0.2164,0.1606,2.014,178.4,49.3
2021/4/3 4:00,3,18.66,7.39,6.669,1.846,0.2272,0.1306,1.826,177.9,46.4
2021/4/3 8:00,3,18.44,7.36,6.471,2.016,0.2176,0.1361,2.262,176,61.3
2021/4/3 12:00,3,18.44,7.38,6.616,2.038,0.21,0.1262,1.933,171.6,46.6
2021/4/3 16:00,3,18.23,7.38,6.704,1.792,0.1908,0.1222,1.839,169.3,39.6
2021/4/3 20:00,3,18.13,7.38,6.716,1.886,0.2007,0.1209,1.767,167.6,36.4
2021/4/4 0:00,3,18.03,7.37,6.667,1.886,0.2007,0.1209,1.767,169.4,37.7
2021/4/4 8:00,3,17.31,7.37,6.71,1.638,0.1669,0.1079,2.38,169.8,34.4
2021/4/4 12:00,3,17.82,7.37,6.921,3.776,0.1831,0.1111,2.06,162.1,32.7
2021/4/4 16:00,3,17.93,7.38,6.86,3.017,0.1636,0.1098,1.966,168.4,33.6
2021/4/4 20:00,3,17.93,7.37,6.803,3.179,0.168,0.1087,1.812,166.1,37.9
2021/4/6 0:00,3,17.62,7.36,6.82,3.179,0.168,0.1087,1.812,166.8,28
2021/4/6 4:00,2,17.3,7.39,7.126,2.986,0.1641,0.0941,1.63,160.4,27.8
2021/4/6 8:00,2,17.31,7.38,7.076,2.728,0.1268,0.0969,1.801,148.6,31.2
2021/4/6 12:00,2,17.62,7.4,7.187,2.768,0.1326,0.0909,1.694,146.2,27.8
2021/4/6 16:00,2,17.61,7.41,7.109,2.666,0.1211,0.0941,1.641,144.2,37.4
2021/4/6 20:00,2,17.61,7.41,7.18,2.607,0.1162,0.0966,1.69,143.2,36.2
2021/4/6 0:00,2,17.31,7.42,9.963,2.607,0.1162,0.0966,1.69,146.1,66.6
2021/4/6 4:00,2,17.11,7.4,7.176,2.373,0.1223,0.0917,1.727,143.9,26.6
2021/4/6 8:00,2,17.31,7.39,7.268,2.666,0.0996,0.0896,1.602,143.6,28.2
2021/4/6 12:00,2,18.03,7.4,7.296,2.293,0.1271,0.0889,1.107,140.9,26.4
2021/4/6 16:00,2,18.02,7.39,7.166,2.373,0.1206,0.0932,2.207,141.8,32.2
2021/4/6 20:00,2,17.72,7.4,7.122,2.666,0.1009,0.0939,2.286,142.6,30
2021/4/7 0:00,2,17.62,7.4,7.239,2.666,0.11,0.0926,1.936,143.1,31.7
2021/4/7 4:00,2,17.34,7.41,7.396,2.446,0.0996,0.0884,1.862,143.8,22.3
2021/4/7 8:00,2,17.31,7.4,7.347,2.326,0.0986,0.0918,2.093,143.8,27.6
2021/4/7 12:00,2,17.61,7.41,8.04,2.262,0.0962,0.0909,1.974,140.4,30.8
